creditlimit,sex,education,marriage,age,default
130000,female,university,single,24,0
240000,female,university,married,55,0
140000,male,university,single,44,0
100000,male,university,single,27,0
120000,female,graduate school,single,32,0
210000,female,graduate school,single,27,0
330000,female,graduate school,single,27,0
50000,female,university,single,34,0
70000,male,high school,married,42,0
30000,female,university,married,33,0
30000,male,graduate school,single,30,0
70000,female,high school,other,51,0
270000,female,university,married,40,0
60000,female,university,single,38,0
130000,female,university,single,31,0
10000,male,high school,single,22,0
270000,female,graduate school,married,33,0
50000,male,high school,married,23,0
130000,female,graduate school,single,29,0
120000,female,university,single,25,0
220000,male,high school,single,30,0
140000,female,university,single,26,0
200000,female,graduate school,married,56,0
280000,female,graduate school,single,28,0
50000,male,graduate school,married,47,0
20000,male,graduate school,single,23,0
60000,male,high school,single,23,0
150000,male,high school,married,49,0
460000,male,graduate school,single,34,0
320000,male,university,married,34,0
430000,female,university,married,28,0
30000,male,graduate school,single,30,0
260000,female,high school,married,31,0
40000,female,graduate school,single,24,0
210000,male,graduate school,single,41,0
30000,male,graduate school,single,23,0
290000,male,university,single,43,0
50000,female,high school,married,36,0
360000,male,graduate school,married,40,0
30000,female,university,single,22,0
250000,female,university,married,36,0
130000,male,graduate school,single,30,0
180000,male,graduate school,single,30,0
210000,male,graduate school,married,28,0
240000,female,graduate school,single,30,0
460000,female,university,single,46,0
20000,male,high school,single,25,0
60000,female,university,married,37,0
110000,female,university,single,34,0
360000,female,graduate school,single,28,0
70000,male,university,married,24,0
20000,female,university,single,22,0
200000,female,high school,married,50,0
50000,female,university,married,34,0
20000,female,high school,married,33,0
290000,female,graduate school,other,29,0
60000,female,graduate school,single,31,0
200000,male,graduate school,single,34,0
50000,male,high school,married,48,0
190000,female,graduate school,single,29,0
400000,male,graduate school,single,27,0
150000,female,university,married,37,0
80000,female,university,married,24,0
20000,female,university,married,29,0
50000,female,university,married,27,0
150000,female,university,single,23,0
90000,female,university,single,29,0
50000,female,high school,single,50,0
200000,male,graduate school,single,33,0
230000,female,university,single,41,0
20000,female,university,married,48,0
180000,male,graduate school,single,40,0
327680,male,high school,single,42,0
250000,female,graduate school,married,37,0
20000,female,university,single,50,0
210000,female,university,married,34,0
20000,male,university,single,28,0
50000,male,graduate school,single,23,0
210000,female,university,married,47,0
130000,male,graduate school,single,37,0
150000,female,university,single,29,0
80000,female,high school,single,28,0
50000,male,university,married,39,0
90000,male,university,single,27,0
70000,male,graduate school,married,42,0
50000,female,university,married,23,0
150000,female,graduate school,single,30,0
20000,female,graduate school,single,23,0
50000,female,other,married,29,0
200000,male,graduate school,married,31,0
120000,female,university,single,52,0
300000,female,graduate school,single,31,0
400000,male,university,single,29,0
120000,male,high school,married,24,0
130000,male,university,single,25,0
130000,male,university,married,49,0
50000,male,graduate school,single,26,0
140000,female,graduate school,single,24,0
120000,female,university,married,44,0
500000,male,graduate school,single,33,0
160000,female,high school,married,39,0
60000,female,university,married,40,0
360000,female,graduate school,married,41,0
60000,female,university,single,26,0
80000,female,university,married,44,0
80000,male,university,married,41,0
30000,male,high school,single,38,0
110000,female,high school,married,49,0
150000,male,high school,married,38,0
50000,male,high school,married,55,0
40000,male,university,other,41,0
70000,female,university,single,23,0
60000,male,high school,single,29,0
50000,female,university,single,29,0
10000,female,high school,single,36,0
80000,male,university,single,36,0
50000,male,university,single,47,0
530000,female,university,single,39,0
20000,male,graduate school,single,23,0
80000,female,high school,single,24,0
230000,female,high school,married,30,0
170000,female,university,single,27,0
200000,female,graduate school,single,26,0
80000,male,high school,married,55,0
110000,female,graduate school,single,28,0
10000,male,university,single,36,0
80000,female,university,single,27,0
60000,female,university,other,28,0
20000,male,graduate school,married,54,0
250000,female,graduate school,married,53,0
500000,male,graduate school,married,41,0
20000,male,university,single,24,0
250000,female,university,single,30,0
230000,female,university,married,27,0
280000,female,graduate school,married,40,0
500000,female,graduate school,married,38,0
290000,female,university,single,24,0
100000,male,high school,single,29,0
480000,male,graduate school,married,61,0
110000,female,high school,single,33,0
290000,male,university,married,38,0
80000,male,university,single,27,0
50000,male,university,married,38,0
50000,female,other,married,45,0
210000,female,graduate school,married,37,0
150000,female,university,single,25,0
450000,male,other,married,35,0
200000,male,high school,married,36,0
60000,female,university,single,25,0
150000,female,graduate school,married,35,0
80000,male,university,married,29,0
200000,female,university,single,33,0
170000,female,graduate school,single,30,0
130000,male,university,married,52,0
180000,female,university,single,28,0
250000,male,graduate school,single,42,0
120000,male,graduate school,single,27,0
370000,female,graduate school,married,42,0
30000,female,high school,single,25,0
180000,female,graduate school,single,25,0
260000,female,graduate school,single,33,0
200000,female,graduate school,single,25,0
50000,female,university,married,39,0
350000,male,graduate school,married,40,0
300000,male,university,single,33,0
50000,male,university,single,38,0
250000,female,graduate school,married,35,0
150000,male,other,married,41,0
200000,male,high school,single,29,0
150000,female,graduate school,single,52,0
20000,male,university,married,32,0
90000,female,high school,single,25,0
